;date;text;geo;mentions;hashtags;Unnamed: 5
11108;2013-01-13;Guys have I somehow lost weight in America because my tight jeans aren't tight anymore wtf;;;;
11109;2013-01-13;I need new jeans;;;;
11110;2013-01-13;I hate those guys that give other guys shit for wearing skinny jeans . They have the same amount of cock space as normal jeans , dipshit.;;;;
11112;2013-01-13;@shootsfilm haha, hilarious response. Besides the Kung Fu books, some #Filson boots and jeans . I'll post all the books soon!;;@shootsfilm;#Filson;
11115;2013-01-13;I just can't get over how blue my jeans are #amazed;Dumfries and Galloway, Scotland;;#amazed;
11117;2013-01-13;"RT ""@AustinSoAmazin: Yoga pants, sweat pants & leggings > jeans """;;@AustinSoAmazin;;
11119;2013-01-13;I got 2 sweaters .. But I want jeans and shoes but I want an OHS sweater.;;;;
11120;2013-01-13;I got a lot of Billie Jeans in my iPhone;;;;
11121;2013-01-13;If I had money right now I would buy: candles, face masks, anything from american apparel, topshop leigh jeans , nice underwear BUT I DON'T.;;;;
11123;2013-01-13;........how my jeans go missing..;;;;
11124;2013-01-13;Daaaamn all that ass in em jeans @arianacarmonaa ?! Can't get enough;;@arianacarmonaa;;
11128;2013-01-13;@elyseodellbd I think you'll be more comfortable if @TNT_Travis_BD can help you out of those wet jeans . Don't you?;;@elyseodellbd @TNT_Travis_BD;;
11130;2013-01-13;Finally got a new pair of jeans;;;;
11131;2013-01-13;my jeans are probably lonely in my closet;;;;
11132;2013-01-13;Lol RT @PinkLipBaastard: White girls stay with the bedazzled jeans;;@PinkLipBaastard;;
11133;2013-01-13;I can get your heart racing in my skin tight jeans be your teenage dream tonight;;;;
11134;2013-01-13;- bleached some jeans and my cousin 's jean shirt .. so now my room smells like bleach !;;;;
11135;2013-01-13;My jeans are slowly being overtaken by sweatpants, spandex, and leggings. #finewithit;;;#finewithit;
11136;2013-01-13;since when was a snap back, blazer, v-neck, bootcut jeans and smart shoes acceptable to wear in public;;;;
11137;2013-01-13;Zima RT @akilbello : I'm putting on my two-toned Lee jeans and Drakkar Noir, sipping a wine cooler, and going out to the club see you there.;;@akilbello;;
11139;2013-01-13;She goy them apple bottom jeans , boot with the fur. The whole club lookin' at her. @Katy_Dirks;;@Katy_Dirks;;
11140;2013-01-13;She got them apple bottom jeans , *sings*;;;;
11141;2013-01-13;I want to wear my white jeans but I can't wear them with my boots!;;;;
11142;2013-01-13;Out on the town in jeans and a tee-shirt!! Love this weather!;;;;
11143;2013-01-13;Please, this ain't even jealousy, she ain't got a thing on me, tryna rock them ugly jeans jeans jeans;;;;
11144;2013-01-13;"You know you wear yoga pants too much when your mom looks at you in jeans and says ""Where's the yoga pants?""";;;;
11145;2013-01-13;I have to wear jeans tomorrow to class bc I work after. This is disappointing;;;;
11147;2013-01-13;NO!! RT @WayneStoleYanna: @PumasDen Mr. Blake Can We Wear Jeans Tomorrow?;;@WayneStoleYanna @PumasDen;;
11148;2013-01-13;i hate when people wear like jeans and a nice shirt to exams like stop;;;;
11149;2013-01-13;I'm putting on my two-toned Lee jeans and Drakkar Noir, sipping a wine cooler, and going out to the club see you there.;;;;
11150;2013-01-13;NO RT @WayneStoleYanna: @pumasden Can We Wear Jeans Tomorrow?;;@WayneStoleYanna @pumasden;;
11151;2013-01-13;Are you feeling my Timb's, my baggy jeans , My thug appeal?;;;;
11152;2013-01-13;@Diamond_rings4u my 11 yr old knows more.! bought the othrt half jeans for bday and dont suit so want him to have something nice .! :-);;@Diamond_rings4u;;
11154;2013-01-13;Need new jeans .;;;;
11158;2013-01-13;@MegCrilly can't fault the jeans ! Style and comfort #Aforeffort;;@MegCrilly;#Aforeffort;
11159;2013-01-13;You gotta be weary of a female with a big butt. Sometimes females like that the butt look better behind jeans;;;;
11160;2013-01-13;Got the jeans I wanted :*;;;;
11161;2013-01-13;i wear basketball short under my jeans because its comfortable.;;;;
11162;2013-01-13;If you have to twerk to get into your jeans ... They might be too tight @MissHazel_Eyes;;@MissHazel_Eyes;;
11164;2013-01-13;vou estrear umas black skinny jeans amanhã aw;;;;
11166;2013-01-13;@Libby_england haha could have killed you yesterday if jeans are stained when they come out the wash,your buying new ones -) XX;;@Libby_england;;
11167;2013-01-13;“ @DefinitelyaDbag : If you wear skinny jeans and toms… You're Definitely a Douchebag” @megantriggy;;@DefinitelyaDbag @megantriggy;;
11168;2013-01-13;@TheOfficialLevi #VerifyLevi his jeans are amazing!;;@TheOfficialLevi;#VerifyLevi;
11169;2013-01-13;I shouldn't be wearing jeans . But I'm going to anyways. Oh well!;;;;
11170;2013-01-13;Leggings over jeans any day.;;;;
11172;2013-01-13;@SweetLexieAnne Yeah, I guess. And not really. [laughs softly as I slide my hands in the pockets of my jeans ];;@SweetLexieAnne;;
11173;2013-01-13;@LeFille_ haha they're Levi jeans that i cut !;;@LeFille_;;
11175;2013-01-13;@SoliformSunny they were all in the jeans I've been wearing lately lmao;;@SoliformSunny;;
11177;2013-01-13;I HATE THESE JEANS;;;;
11178;2013-01-13;@ImPepperAnne gotta be and the dress b/c she stay in dereon jeans with some timbs;;@ImPepperAnne;;
11179;2013-01-13;Seriously? When did my ass look so.good in these jeans ? Lol;;;;
11180;2013-01-13;Making some jeans , prob won't come out good.;;;;
11181;2013-01-13;Niggaz is from an era where wearing skinny jeans is tha shitttt;;;;
11182;2013-01-13;Is there any more room for me in those jeans ?;;;;
11184;2013-01-13;Things jimmy forgot at my place: 2tshirts, 2boxershorts, a pair of sweat pants and a pair of jeans . Some of these are here for months now /D;;;;
11185;2013-01-13;“ @TeamAthleteLife : Sweatpants > Jeans ”;;@TeamAthleteLife;;
11186;2013-01-13;Buckle never has my size jeans cheap and they're super hard to find online. 25 L. #NoBootyHannah #LongLegPains;Texas, USA;;#NoBootyHannah #LongLegPains;
11187;2013-01-13; @TeamAthleteLife : Sweatpants > Jeans ;;@TeamAthleteLife;;
11188;2013-01-13;Twitpic of the difficulty? “@infamous_eb: I hate jeans they don't fit my waist but they fit every where else”;;@infamous_eb;;
11189;2013-01-13;And what are they made of now-there's the problem! RT @Rodicurus RT @trutherbot The original Levi Strauss jeans were made from hemp fibers.;;@Rodicurus @trutherbot;;
11190;2013-01-13;You got on sketchers , a dirty GAP sweater from 1999 , & some jeans from charity newsies .. & You have an iPhone5?? #iDontUnderstand;;;#iDontUnderstand;
11191;2013-01-13;It pisses me off when my mom says she's fat. you wear size 2 jeans , you're not fat bitch;;;;
11192;2013-01-13;@md_belle no it's boots jeans and flannels;;@md_belle;;
11193;2013-01-13;@BobbyV #TellMe still my fav bobby v song bc i sing it EVERY time i put on my jeans lol;;@BobbyV;#TellMe;
11194;2013-01-13;In Those Jeans !;;;;
11196;2013-01-13;Leather shoes with jeans like a nice. #random #justsaying;;;#random #justsaying;
11199;2013-01-13;Today I did something I said I'd NEVER do: I bought a pair of flared jeans . I'm scared to try them on. This could be... disastrous.;;;;
11200;2013-01-13;that moment when jeans you bought a week ago are too big for you after the first week of school;;;;
11201;2013-01-13;I want Miss Me jeans . #WishfulThinking;;;#WishfulThinking;
11203;2013-01-13;“@darcellllll: jeans should be illegal for girls ” nahh, if she still has a nice ass in jeans >>>;;@darcellllll;;
11204;2013-01-13;@Dabs1989 only if I'm up before 6:30am. Saves sleep. By plan, I chuck jeans t-shirt & hoody on the floor n go bed lol;;@Dabs1989;;
11205;2013-01-13;I love Sundays when I can just wear comfy jeans and a sweatshirt and watch football all day #thelife;;;#thelife;
11206;2013-01-13;I'm wearing jeans #thatsafirst;;;#thatsafirst;
11207;2013-01-13;@JamieComer97 it alright for you if she's pretty. Mine wears Armani jeans and crocs-_-;;@JamieComer97;;
11208;2013-01-13;You're lookin so good in what's left of those blue jeans #drunkonyou;;;#drunkonyou;
11209;2013-01-13;I hate jeans they don't fit my waist but they fit every where else;;;;
11210;2013-01-13;She came out them true religion jeans and fell straight to her knees like she was dipped in holy water;;;;
11211;2013-01-13; @xchristinnaaa : I need to buy new jeans . All my jeans are getting too tight for me.;;@xchristinnaaa;;
11213;2013-01-13;it's gunna be weird when short season starts, going from sweats and jeans to shorts;;;;
11214;2013-01-13;Let you put your hands on me in my skin tight jeans be my teenage dream tonight;;;;
11215;2013-01-13;But it's going to be 54 degrees so I will most likely be wearing jeans;;;;
11216;2013-01-13;@megharvey1 lmao you will not wear jeans;;@megharvey1;;
11218;2013-01-13;I can't wait until summer when we can wear flip flops and jeans shorts everyday;;;;
11219;2013-01-13;Got a nice bruise from that horse kick. I will not be wearing skinny jeans tomorrow #owch;;;#owch;
11220;2013-01-13;"I can see your toner through your jeans  ""That's my dick""";;;;
11221;2013-01-13;Jeans or Yoga pants.. This is a hard decision! D:;;;;
11222;2013-01-13;Im not being mean, but you so mean In those jeans ..;;;;
11223;2013-01-13;@FaithfulNiklaus {I slide down ur body & kiss ur down ur chest & at your hips. I work with the buttons on your jeans quickly undoing them.};;@FaithfulNiklaus;;
11226;2013-01-13;Should've bought jeans but I thought it was gonna be hot all week;;;;
11227;2013-01-13;"Gotta make real nigga decisions RT @_ColeTaughtYou : You wear ""tru religion"" jeans but haven't had a decent meal in weeks? Ok.";;@_ColeTaughtYou;;
11228;2013-01-13;Need to lose 5 to 15 lbs. to fit back into those jeans ??? Come see us at DSC. No contracts!;;;;
11230;2013-01-13;Can't wear jeans , leggings or sweatpants tomorrow or tuesday... What do I wear?! #help;;;#help;
11231;2013-01-13;I'm going 2 post some pictures of possible outfits for when I meet Ryan. The boots & jeans are the same. Idk what shirt though so let me know;;;;
11234;2013-01-13;Is it weird I like my jeans a lil tight on me?;;;;
11235;2013-01-13;@LOUD_Star what jeans ?;;@LOUD_Star;;
11236;2013-01-13;I reealllyyy wanna wear my yellow skinny jeans tomorrow but I have like nothing to match yellow pants...;;;;
11237;2013-01-13;@Verygudbadgirl hehehe i was bouh to throw ur jeans in d washer la la la la la........lol :D;;@Verygudbadgirl;;
11238;2013-01-13;And I have a hard time deciding on whether to wear jeans or pjs!;;;;
11242;2013-01-13;Is there any more room for me in those jeans ????;;;;
11243;2013-01-13;My grandmother bought me some jeans size 6 couldn't even pull them up over my hips tried jumping up&down ugh;;;;
11244;2013-01-13;SEEING girls in yoga pants, sweat pants & leggings > jeans;;;;
11245;2013-01-13;“ @beingfitabulous : 3 times “ @PaigeDenim : Time to 'fess up. How many wears do your jeans get before going into the wash?””- 2 or 3 for me!;;@beingfitabulous @PaigeDenim;;
11246;2013-01-13; @HadjiTheUpsettr : #oomf still wears jeans w/ the fake ass lil studs and diamonds on the back of the pockets lmao #GrowUp girl ! Lmaooo;;@HadjiTheUpsettr;#oomf #GrowUp;
11251;2013-01-13;So excited about my transformation. New me here I come! Really want to get those jeans back on....last worn 2009!?? Not sure I like them now;Vale of White Horse, England;;;
11253;2013-01-13;@Smarty_ Jeans I was gonna start it later.;;@Smarty_;;
11254;2013-01-13;#WhatMadeMeMadAsAKid when my mom tried o make me wear jeans;;;#WhatMadeMeMadAsAKid;
11255;2013-01-13;"I love how josh wears the same jumper or jacket but with diff jeans or same jeans with diff jacket same tshirt he's like ""who gives a fuck""";;;;
11256;2013-01-13;@FendiKurt If I wear the bowtie you should wear those red jeans because... Just because;;@FendiKurt;;
11257;2013-01-13;Ain Tryna Be Mean Tryna Get Up In Them Jeans !;;;;
11259;2013-01-13;Ripped Jeans when it's cold outside, no bueno.;;;;
11261;2013-01-13;Putting on old jeans that now fit perfectly >>>>>>;;;;
11262;2013-01-13;This world is ran by short ppl. Can't even find a goddamn pair of jeans to fit without ordering online. Us talls will rise up against you!;;;;
11263;2013-01-13;i do it for all of mankind, lucky number 7 shit .. 7 pair of 7 jeans , 7 thing up on my hip;;;;
11264;2013-01-13;Uggs, skinny jeans , and a sweater #BasicBitchOutfit;;;#BasicBitchOutfit;
11267;2013-01-13;@chloe_wallis haha, wouldn't want to rip your peacock jeans mate!;;@chloe_wallis;;
11269;2013-01-13;@MayorCheeks What's wrong with my jeans lol I'm a skinny nigga mane!!;;@MayorCheeks;;
11270;2013-01-13;Sex, dreams and denim jeans .;;;;
11278;2013-01-13;@Laurenthomas97 Blue Jeans by Lana Del Rey ^_^;;@Laurenthomas97;;
11279;2013-01-13;Everyone's favorite rapper is a muthafucka that wears skinny jeans;;;;
11280;2013-01-13;@tallandbearded1 maybe, as long as u don't wear skinny jeans lol;;@tallandbearded1;;
11282;2013-01-13;Beanie, Skinny Jeans , and Vans. and im Goin Out lol;;;;
11283;2013-01-13;Aroma clouds will steam from the iron...You just gotta close ur eyes and iron thru it! Wear ur favorite jeans nicca!!!;;;;
11284;2013-01-13;#oomf still wears jeans w/ the fake ass lil studs and diamonds on the back of the pockets lmao #GrowUp girl !;;;#oomf #GrowUp;
11285;2013-01-13;But in the spirit of the red carpet I'm wearing jeans by Bebe & tank to by Mossimo. Boots by Gianni Bini. -);;;;
11286;2013-01-13;Shirt , jeans , vans and bag . Yeah im ready to Unisel now !;;;;
11287;2013-01-13;I can never wear just a tshirt, jeans and causal shoes like all you other bitches do. I have to dress up or I won't feel right;;;;
11288;2013-01-13;When evrer i get new pairs of jeans im like the happiest person alive!;;;;
11289;2013-01-13;Well organised for tomorrow. Got a t shirt and jeans beside my bed so I can stay warm in the morning D;;;;
11290;2013-01-13;I think I grew a butt or something because all of my old jeans that use to never fit right finally shape me nicely.;;;;
11293;2013-01-13;I hate when I wash my jeans and I can't put them in the dryer cause they'll shrink but they take forevertp air dry can't win;;;;
11295;2013-01-13;if they're taking this leggings rule at school seriously, im going to need them to buy me some more jeans . size 3 please.;;;;
11297;2013-01-13;@Smarty_ Jeans why are you not jumping.off a cliff? Lol. And watch ya mouth my son u kno i been one lmao;;@Smarty_;;
11299;2013-01-13;“ @C_C56 : I don't think girls ever wear jeans anymore.” I hate jeans;;@C_C56;;
11302;2013-01-13;FOR A MOMENT A BAND OF THIEVES IN RIPPED UP JEANS GOT TO RULE THE WORLD;;;;
11303;2013-01-13;@martylou83 That must be a reference to my $11 @Walmart jeans ! #leopard;;@martylou83 @Walmart;#leopard;
11304;2013-01-13;My mom just told my brother, because it's going to be cold tomorrow he has to wear jeans .. With thermal underwear under them. #hisface;;;#hisface;
11306;2013-01-13;A woman without curves is like jeans without pockets...you don't know where to put your hands #excusesfornotdieting;;;#excusesfornotdieting;
11307;2013-01-13;I literally only like jeans from #Hollister .;;;#Hollister;
11311;2013-01-13;“ @megharvey1 : Is it acceptable to wear jeans to prom, or?..” So you saying this at work was serious!?;;@megharvey1;;
11314;2013-01-13; @5thWardEA : Y'all think Ron Spon gone be mad if I wear some jeans ?<Don't do that big bro;;@5thWardEA;;
11316;2013-01-13;@jackeey1 where'd you get them jeans from? They're sweet;;@jackeey1;;
11317;2013-01-13;Tilly's coupons are the bomb, I got a pair of jeans , a hoodie and a new bra for $49 #smartshopping;;;#smartshopping;
11318;2013-01-13;They weren't skinny jeans when you bought them.;;;;
11319;2013-01-13;Back in my size one jeans;;;;
11321;2013-01-13;@jay79beardsley I bet @liamsacc won't be in tomorrow if he is he'l be in his 'snow clothes' jeans and trainers lol #snow;;@jay79beardsley @liamsacc;#snow;
11322;2013-01-13;Got enough cash baby I could own you..... Throw some racks in yo jeans if want to ain't nobody broke baby I don't need you -Chanel R;;;;
